row_id,module,full_relative_path,sha256_v58,screen_or_component_name,route,category,scope_class,is_interactive,raw_color_candidate_count,raw_typography_candidate_count,raw_spacing_candidate_count,raw_shape_candidate_count,confirmed_color_violations,confirmed_typography_violations,confirmed_spacing_violations,confirmed_shape_elevation_violations,confirmed_contract_violations,material_bypass_candidates,confirmed_material_bypasses,suspected_duplicate_count,confirmed_duplicate_count,semantics_gap_count,touch_target_gap_count,color_only_state_gap_count,contract_ids_used,exception_ids,target_session,accessibility_target_session,baseline_status,notes,v61_sha256,v61_status,v61_open_confirmed,v61_new_candidates,v61_notes,v62_sha256,v62_status,v62_open_confirmed,v62_candidates,v62_notes,v63_sha256,v63_status,v63_open_confirmed,v63_new_candidates,v63_notes,v64_sha256,v64_status,v64_open_confirmed,v64_candidate_state,v64_wave,v64_notes,v65_sha256,v65_a11y_classification,v65_semantics_status,v65_touch_status,v65_color_only_status,v65_contrast_status,v65_font_scale_status,v65_direction_status,v65_runtime_required,v65_wave,v65_findings,v65_notes
27,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/header/ScreenHeader.kt,786ad8af838cdfd6214b38edd9ac309b29f391362f4a82cc698392c021bcbebc,ScreenHeader,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-015|DS-CMP-016|DS-PAT-001,NONE,v66,v65,CONTRACT_PROVIDER,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,786ad8af838cdfd6214b38edd9ac309b29f391362f4a82cc698392c021bcbebc,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,786ad8af838cdfd6214b38edd9ac309b29f391362f4a82cc698392c021bcbebc,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,786ad8af838cdfd6214b38edd9ac309b29f391362f4a82cc698392c021bcbebc,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,786ad8af838cdfd6214b38edd9ac309b29f391362f4a82cc698392c021bcbebc,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,786ad8af838cdfd6214b38edd9ac309b29f391362f4a82cc698392c021bcbebc,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,false,Wave 0,,VERIFY_ONLY; no unjustified production mutation.
28,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/media/MediaActionGroup.kt,b5b71f1458133fcdb6d266c32f3dac010f46ec971e16c0c2669edb513f84b0f3,MediaActionGroup,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-004|DS-CMP-010|DS-CMP-013|DS-CMP-029|DS-PAT-010,NONE,v66,NOT_APPLICABLE,CONTRACT_PROVIDER,No baseline debt confirmed by v59 static classification.,b5b71f1458133fcdb6d266c32f3dac010f46ec971e16c0c2669edb513f84b0f3,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,b5b71f1458133fcdb6d266c32f3dac010f46ec971e16c0c2669edb513f84b0f3,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,b5b71f1458133fcdb6d266c32f3dac010f46ec971e16c0c2669edb513f84b0f3,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,b5b71f1458133fcdb6d266c32f3dac010f46ec971e16c0c2669edb513f84b0f3,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,b5b71f1458133fcdb6d266c32f3dac010f46ec971e16c0c2669edb513f84b0f3,RECLASSIFIED_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,RUNTIME_BLOCKED,true,Wave 0,,interactive source evidence: AutoDriveIconButton camera/gallery/voice/remove/stop VERIFY_ONLY; no unjustified production mutation.
29,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/metrics/MetricSummary.kt,318f9cb8289432bc4269daa942e131473ce3b43ce9ce17879df525b736b1b144,MetricSummary,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-011|DS-CMP-026|DS-PAT-003,NONE,v66,v65,CONTRACT_PROVIDER,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,318f9cb8289432bc4269daa942e131473ce3b43ce9ce17879df525b736b1b144,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,318f9cb8289432bc4269daa942e131473ce3b43ce9ce17879df525b736b1b144,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,318f9cb8289432bc4269daa942e131473ce3b43ce9ce17879df525b736b1b144,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,318f9cb8289432bc4269daa942e131473ce3b43ce9ce17879df525b736b1b144,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,318f9cb8289432bc4269daa942e131473ce3b43ce9ce17879df525b736b1b144,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,false,Wave 0,,VERIFY_ONLY; no unjustified production mutation.
30,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/reports/ReportStatTile.kt,a2f0718e4531e3f9885319c1f39b2a4cb5beaa01912df582b26be2e3fefc901e,ReportStatTile,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-011|DS-PAT-009,NONE,v66,v65,CONTRACT_PROVIDER,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,a2f0718e4531e3f9885319c1f39b2a4cb5beaa01912df582b26be2e3fefc901e,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,a2f0718e4531e3f9885319c1f39b2a4cb5beaa01912df582b26be2e3fefc901e,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,a2f0718e4531e3f9885319c1f39b2a4cb5beaa01912df582b26be2e3fefc901e,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,a2f0718e4531e3f9885319c1f39b2a4cb5beaa01912df582b26be2e3fefc901e,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,a2f0718e4531e3f9885319c1f39b2a4cb5beaa01912df582b26be2e3fefc901e,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,false,Wave 0,,VERIFY_ONLY; no unjustified production mutation.
31,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/search/SearchResultsList.kt,be7b9ec85db7109acc3204c6fc43cab7cb871efce5ce23a3a7276caf496dda14,SearchResultsList,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-007|DS-CMP-022|DS-CMP-023|DS-PAT-011,NONE,v66,NOT_APPLICABLE,CONTRACT_PROVIDER,No baseline debt confirmed by v59 static classification.,be7b9ec85db7109acc3204c6fc43cab7cb871efce5ce23a3a7276caf496dda14,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,be7b9ec85db7109acc3204c6fc43cab7cb871efce5ce23a3a7276caf496dda14,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,be7b9ec85db7109acc3204c6fc43cab7cb871efce5ce23a3a7276caf496dda14,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,be7b9ec85db7109acc3204c6fc43cab7cb871efce5ce23a3a7276caf496dda14,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,be7b9ec85db7109acc3204c6fc43cab7cb871efce5ce23a3a7276caf496dda14,RECLASSIFIED_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,false,Wave 0,,interactive source evidence: AutoDriveSearchField query/onQueryChange VERIFY_ONLY; no unjustified production mutation.
32,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/settings/SettingsPatterns.kt,09175af564c30693a1f78b1f2025b80e7a068a62d7181487469a1b6aae9c4eb5,SettingsPatterns,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,true,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DS-CMP-010|DS-CMP-018|DS-CMP-025|DS-CMP-026|DS-CMP-027|DS-PAT-007|DS-PAT-008,NONE,v63,v65,DEBT_RECORDED,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,09175af564c30693a1f78b1f2025b80e7a068a62d7181487469a1b6aae9c4eb5,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,09175af564c30693a1f78b1f2025b80e7a068a62d7181487469a1b6aae9c4eb5,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,ca58884dad289b19d09cbcb7cb8cfff962d418ead14c2c3d7881d1109ff46863,MIGRATED_V63,0,0,DS59-SETTINGS-001 resolved via typed AutoDriveListRow titleTone; disabled precedence/semantics retained.,ca58884dad289b19d09cbcb7cb8cfff962d418ead14c2c3d7881d1109ff46863,UNCHANGED_FROM_V63,0,NONE,,Carry-forward outside v64 component-adoption target.,ca58884dad289b19d09cbcb7cb8cfff962d418ead14c2c3d7881d1109ff46863,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,RUNTIME_BLOCKED,true,Wave 0,,VERIFY_ONLY; no unjustified production mutation.
33,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/state/StateScreens.kt,8d8a2261d907ed8b69dadd141da3f7908c9f13c19653c145268c47a382037a44,StateScreens,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-022|DS-CMP-023|DS-PAT-012|DS-PAT-013|DS-PAT-014,NONE,v66,v65,CONTRACT_PROVIDER,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,8d8a2261d907ed8b69dadd141da3f7908c9f13c19653c145268c47a382037a44,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,8d8a2261d907ed8b69dadd141da3f7908c9f13c19653c145268c47a382037a44,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,8d8a2261d907ed8b69dadd141da3f7908c9f13c19653c145268c47a382037a44,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,8d8a2261d907ed8b69dadd141da3f7908c9f13c19653c145268c47a382037a44,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,8d8a2261d907ed8b69dadd141da3f7908c9f13c19653c145268c47a382037a44,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,PASS_STATIC,PASS_STATIC,PASS_STATIC,NOT_REQUIRED_STATIC,PASS_STATIC_RTL_SOURCE,true,Wave 0,,VERIFY_ONLY; no unjustified production mutation.
34,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/theme/Theme.kt,3098f1bd00a70be1bd4db80a3fbf219948560991fc895016d4913e612233c0b6,Theme,NONE,DESIGN_SYSTEM_THEME,DESIGN_SYSTEM,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE,v66,NOT_APPLICABLE,CONTRACT_PROVIDER,No baseline debt confirmed by v59 static classification.,3098f1bd00a70be1bd4db80a3fbf219948560991fc895016d4913e612233c0b6,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,3098f1bd00a70be1bd4db80a3fbf219948560991fc895016d4913e612233c0b6,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,3098f1bd00a70be1bd4db80a3fbf219948560991fc895016d4913e612233c0b6,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,3098f1bd00a70be1bd4db80a3fbf219948560991fc895016d4913e612233c0b6,UNCHANGED_FROM_V63,INHERITED,NONE,,Carry-forward outside v64 component-adoption target.,3098f1bd00a70be1bd4db80a3fbf219948560991fc895016d4913e612233c0b6,V65_NOT_APPLICABLE_VERIFIED,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,false,,,Verified exclusion: no owned visual semantic/action node; file remained byte-identical.
35,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/join/CodeInputScreen.kt,2c7124596398d941629a401e8dc94e44b4cf6448b6e3f608097e492e0ec8aacc,CodeInputScreen,code_input,AUTH,APP_FEATURE,true,0,1,16,1,0,0,0,0,0,3,3,0,0,0,0,0,DS-CMP-001,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=3; confirmed exact mappings=3; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,2c7124596398d941629a401e8dc94e44b4cf6448b6e3f608097e492e0ec8aacc,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,2c7124596398d941629a401e8dc94e44b4cf6448b6e3f608097e492e0ec8aacc,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,2c7124596398d941629a401e8dc94e44b4cf6448b6e3f608097e492e0ec8aacc,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,9273892e1ab842a469defbe6146edb4137aad130cad42840cba5415665c083b7,MIGRATED_V64,0,NONE,Wave B,Official component adoption complete; behavior ownership preserved.,4f44625ebef37d11bc6e124e794ae24f073da4ed97ac711697df6cadb84321b2,REPAIRED_A11Y_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave B,V65-002-9A2F14E5AC99,Static finding(s) repaired under frozen mutation allowlist.
36,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/join/WaitingScreen.kt,0f77936bd7f2469be778839d5d81263b6b451aa4196dfff2ac737c13977a7fa8,WaitingScreen,waiting,AUTH,APP_FEATURE,true,0,0,13,0,0,0,0,0,0,1,1,0,0,0,0,0,DS-CMP-001|DS-CMP-010,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=1; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,0f77936bd7f2469be778839d5d81263b6b451aa4196dfff2ac737c13977a7fa8,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,0f77936bd7f2469be778839d5d81263b6b451aa4196dfff2ac737c13977a7fa8,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,0f77936bd7f2469be778839d5d81263b6b451aa4196dfff2ac737c13977a7fa8,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,2e9a4df7731ad5cb141cfae01b9ae0c7aeedee38f17eb0273c8f2e1999bd59ba,MIGRATED_V64,0,NONE,Wave B,Official component adoption complete; behavior ownership preserved.,2e9a4df7731ad5cb141cfae01b9ae0c7aeedee38f17eb0273c8f2e1999bd59ba,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave B,,VERIFY_ONLY; no unjustified production mutation.
37,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/join/WelcomeScreen.kt,8f1f3fcb23b01482f965489740f47be4e5614e95585029c4bf5083a69883a09d,WelcomeScreen,welcome,AUTH,APP_FEATURE,true,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001,NONE,v64,v65,CLEAN_AT_BASELINE,lexical candidates retained separately from confirmed repeated/shared findings; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,8f1f3fcb23b01482f965489740f47be4e5614e95585029c4bf5083a69883a09d,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,8f1f3fcb23b01482f965489740f47be4e5614e95585029c4bf5083a69883a09d,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,8f1f3fcb23b01482f965489740f47be4e5614e95585029c4bf5083a69883a09d,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,8f1f3fcb23b01482f965489740f47be4e5614e95585029c4bf5083a69883a09d,VERIFIED_CLEAN_CARRY_FORWARD,0,NONE,Wave B,No production edit; v63 hash preserved.,8f1f3fcb23b01482f965489740f47be4e5614e95585029c4bf5083a69883a09d,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave B,,VERIFY_ONLY; no unjustified production mutation.
38,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/login/LoginScreen.kt,c1e8e9abd9e41553e65f519972e830bce13dc06928b6c17b5d4e5249acfddd3a,LoginScreen,NONE,AUTH,APP_FEATURE,true,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-003|DS-CMP-024,NONE,v64,v65,CLEAN_AT_BASELINE,lexical candidates retained separately from confirmed repeated/shared findings; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,c1e8e9abd9e41553e65f519972e830bce13dc06928b6c17b5d4e5249acfddd3a,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,c1e8e9abd9e41553e65f519972e830bce13dc06928b6c17b5d4e5249acfddd3a,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,c1e8e9abd9e41553e65f519972e830bce13dc06928b6c17b5d4e5249acfddd3a,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,c1e8e9abd9e41553e65f519972e830bce13dc06928b6c17b5d4e5249acfddd3a,VERIFIED_CLEAN_CARRY_FORWARD,0,NONE,Wave B,No production edit; v63 hash preserved.,c1e8e9abd9e41553e65f519972e830bce13dc06928b6c17b5d4e5249acfddd3a,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave B,,VERIFY_ONLY; no unjustified production mutation.
39,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/login/OtpInputScreen.kt,95f367e4d61da485ee1d469dea74669f9c0646e3877ba217e622eb5dcdade924,OtpInputScreen,otp_input/{phoneNumber}?devOtp={devOtp},AUTH,APP_FEATURE,true,0,1,25,5,0,0,0,0,0,1,1,0,0,0,0,0,NONE,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=1; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,95f367e4d61da485ee1d469dea74669f9c0646e3877ba217e622eb5dcdade924,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,95f367e4d61da485ee1d469dea74669f9c0646e3877ba217e622eb5dcdade924,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,95f367e4d61da485ee1d469dea74669f9c0646e3877ba217e622eb5dcdade924,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,ec8b639652ebbe16e58963a0a77871fbcacfe3984ac7443c47e06c49d0765611,MIGRATED_V64,0,NONE,Wave B,Official component adoption complete; behavior ownership preserved.,ec8b639652ebbe16e58963a0a77871fbcacfe3984ac7443c47e06c49d0765611,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,RUNTIME_BLOCKED,true,Wave B,,VERIFY_ONLY; no unjustified production mutation.
40,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/login/PhoneInputScreen.kt,6155413d2889d8dad7f739a3ae99867cb24a91bbd2dbe7b633b5f30344497f8d,PhoneInputScreen,phone_input,AUTH,APP_FEATURE,true,0,1,12,1,0,0,0,0,0,2,2,0,0,0,0,0,DS-CMP-001,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=2; confirmed exact mappings=2; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,6155413d2889d8dad7f739a3ae99867cb24a91bbd2dbe7b633b5f30344497f8d,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,6155413d2889d8dad7f739a3ae99867cb24a91bbd2dbe7b633b5f30344497f8d,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,6155413d2889d8dad7f739a3ae99867cb24a91bbd2dbe7b633b5f30344497f8d,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,5ca1ce40124106553754a8f7da47a9b872f242d7c7edd6ba209601ecaf982933,MIGRATED_V64,0,NONE,Wave B,Official component adoption complete; behavior ownership preserved.,5ca1ce40124106553754a8f7da47a9b872f242d7c7edd6ba209601ecaf982933,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave B,,VERIFY_ONLY; no unjustified production mutation.
41,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/login/TermsScreen.kt,e28cf7dd94d21f9553c1c00884c46316d2a96f0e3b7cd003fdec92c2a36f04a5,TermsScreen,NONE,AUTH,APP_FEATURE,true,0,1,9,2,0,0,0,0,0,1,1,0,0,0,0,0,DS-CMP-001,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=1; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,e28cf7dd94d21f9553c1c00884c46316d2a96f0e3b7cd003fdec92c2a36f04a5,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,e28cf7dd94d21f9553c1c00884c46316d2a96f0e3b7cd003fdec92c2a36f04a5,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,e28cf7dd94d21f9553c1c00884c46316d2a96f0e3b7cd003fdec92c2a36f04a5,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,389676823832a891d68cb0e248ba9b124f6b9000f5960b6547b29a4d501872ee,MIGRATED_V64,0,NONE,Wave B,Official component adoption complete; behavior ownership preserved.,389676823832a891d68cb0e248ba9b124f6b9000f5960b6547b29a4d501872ee,VERIFIED_A11Y_CLEAN_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave B,,VERIFY_ONLY; no unjustified production mutation.
42,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/register/AccountTypeScreen.kt,19a5a010275cbb78eb9b883b9cb4b60984bcec82bc14e56b9acbd357f5fc9185,AccountTypeScreen,account_type,AUTH,APP_FEATURE,true,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-030,NONE,v64,v65,CLEAN_AT_BASELINE,lexical candidates retained separately from confirmed repeated/shared findings; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,19a5a010275cbb78eb9b883b9cb4b60984bcec82bc14e56b9acbd357f5fc9185,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,19a5a010275cbb78eb9b883b9cb4b60984bcec82bc14e56b9acbd357f5fc9185,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope,19a5a010275cbb78eb9b883b9cb4b60984bcec82bc14e56b9acbd357f5fc9185,UNCHANGED_FROM_V62,INHERITED,INHERITED,v62 state carried forward; not v63 scope,19a5a010275cbb78eb9b883b9cb4b60984bcec82bc14e56b9acbd357f5fc9185,VERIFIED_CLEAN_CARRY_FORWARD,0,NONE,Wave B,No production edit; v63 hash preserved.,5c2f3e86eb6739940a7a807440ee842b4eecc0507f808c7377fd06da6cbbbf9a,REPAIRED_A11Y_V65,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC,PASS_STATIC,RUNTIME_BLOCKED,PASS_STATIC_RTL_SOURCE,true,Wave B,V65-001-CDE9E53CDD48,Static finding(s) repaired under frozen mutation allowlist.
