row_id,module,full_relative_path,sha256_v58,screen_or_component_name,route,category,scope_class,is_interactive,raw_color_candidate_count,raw_typography_candidate_count,raw_spacing_candidate_count,raw_shape_candidate_count,confirmed_color_violations,confirmed_typography_violations,confirmed_spacing_violations,confirmed_shape_elevation_violations,confirmed_contract_violations,material_bypass_candidates,confirmed_material_bypasses,suspected_duplicate_count,confirmed_duplicate_count,semantics_gap_count,touch_target_gap_count,color_only_state_gap_count,contract_ids_used,exception_ids,target_session,accessibility_target_session,baseline_status,notes,v61_sha256,v61_status,v61_open_confirmed,v61_new_candidates,v61_notes,v62_sha256,v62_status,v62_open_confirmed,v62_candidates,v62_notes
29,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/metrics/MetricSummary.kt,318f9cb8289432bc4269daa942e131473ce3b43ce9ce17879df525b736b1b144,MetricSummary,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-011|DS-CMP-026|DS-PAT-003,NONE,v66,v65,CONTRACT_PROVIDER,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,318f9cb8289432bc4269daa942e131473ce3b43ce9ce17879df525b736b1b144,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,318f9cb8289432bc4269daa942e131473ce3b43ce9ce17879df525b736b1b144,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
30,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/reports/ReportStatTile.kt,a2f0718e4531e3f9885319c1f39b2a4cb5beaa01912df582b26be2e3fefc901e,ReportStatTile,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-011|DS-PAT-009,NONE,v66,v65,CONTRACT_PROVIDER,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,a2f0718e4531e3f9885319c1f39b2a4cb5beaa01912df582b26be2e3fefc901e,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,a2f0718e4531e3f9885319c1f39b2a4cb5beaa01912df582b26be2e3fefc901e,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
31,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/search/SearchResultsList.kt,be7b9ec85db7109acc3204c6fc43cab7cb871efce5ce23a3a7276caf496dda14,SearchResultsList,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-007|DS-CMP-022|DS-CMP-023|DS-PAT-011,NONE,v66,NOT_APPLICABLE,CONTRACT_PROVIDER,No baseline debt confirmed by v59 static classification.,be7b9ec85db7109acc3204c6fc43cab7cb871efce5ce23a3a7276caf496dda14,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,be7b9ec85db7109acc3204c6fc43cab7cb871efce5ce23a3a7276caf496dda14,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
32,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/settings/SettingsPatterns.kt,09175af564c30693a1f78b1f2025b80e7a068a62d7181487469a1b6aae9c4eb5,SettingsPatterns,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,true,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,DS-CMP-010|DS-CMP-018|DS-CMP-025|DS-CMP-026|DS-CMP-027|DS-PAT-007|DS-PAT-008,NONE,v63,v65,DEBT_RECORDED,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,09175af564c30693a1f78b1f2025b80e7a068a62d7181487469a1b6aae9c4eb5,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,09175af564c30693a1f78b1f2025b80e7a068a62d7181487469a1b6aae9c4eb5,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
33,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/patterns/state/StateScreens.kt,8d8a2261d907ed8b69dadd141da3f7908c9f13c19653c145268c47a382037a44,StateScreens,NONE,DESIGN_SYSTEM_PATTERN,DESIGN_SYSTEM,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-022|DS-CMP-023|DS-PAT-012|DS-PAT-013|DS-PAT-014,NONE,v66,v65,CONTRACT_PROVIDER,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,8d8a2261d907ed8b69dadd141da3f7908c9f13c19653c145268c47a382037a44,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,8d8a2261d907ed8b69dadd141da3f7908c9f13c19653c145268c47a382037a44,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
34,core,core/designsystem/src/main/kotlin/com/autodrive/app/core/designsystem/theme/Theme.kt,3098f1bd00a70be1bd4db80a3fbf219948560991fc895016d4913e612233c0b6,Theme,NONE,DESIGN_SYSTEM_THEME,DESIGN_SYSTEM,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE,v66,NOT_APPLICABLE,CONTRACT_PROVIDER,No baseline debt confirmed by v59 static classification.,3098f1bd00a70be1bd4db80a3fbf219948560991fc895016d4913e612233c0b6,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,3098f1bd00a70be1bd4db80a3fbf219948560991fc895016d4913e612233c0b6,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
35,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/join/CodeInputScreen.kt,2c7124596398d941629a401e8dc94e44b4cf6448b6e3f608097e492e0ec8aacc,CodeInputScreen,code_input,AUTH,APP_FEATURE,true,0,1,16,1,0,0,0,0,0,3,3,0,0,0,0,0,DS-CMP-001,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=3; confirmed exact mappings=3; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,2c7124596398d941629a401e8dc94e44b4cf6448b6e3f608097e492e0ec8aacc,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,2c7124596398d941629a401e8dc94e44b4cf6448b6e3f608097e492e0ec8aacc,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
36,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/join/WaitingScreen.kt,0f77936bd7f2469be778839d5d81263b6b451aa4196dfff2ac737c13977a7fa8,WaitingScreen,waiting,AUTH,APP_FEATURE,true,0,0,13,0,0,0,0,0,0,1,1,0,0,0,0,0,DS-CMP-001|DS-CMP-010,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=1; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,0f77936bd7f2469be778839d5d81263b6b451aa4196dfff2ac737c13977a7fa8,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,0f77936bd7f2469be778839d5d81263b6b451aa4196dfff2ac737c13977a7fa8,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
37,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/join/WelcomeScreen.kt,8f1f3fcb23b01482f965489740f47be4e5614e95585029c4bf5083a69883a09d,WelcomeScreen,welcome,AUTH,APP_FEATURE,true,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001,NONE,v64,v65,CLEAN_AT_BASELINE,lexical candidates retained separately from confirmed repeated/shared findings; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,8f1f3fcb23b01482f965489740f47be4e5614e95585029c4bf5083a69883a09d,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,8f1f3fcb23b01482f965489740f47be4e5614e95585029c4bf5083a69883a09d,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
38,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/login/LoginScreen.kt,c1e8e9abd9e41553e65f519972e830bce13dc06928b6c17b5d4e5249acfddd3a,LoginScreen,NONE,AUTH,APP_FEATURE,true,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-003|DS-CMP-024,NONE,v64,v65,CLEAN_AT_BASELINE,lexical candidates retained separately from confirmed repeated/shared findings; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,c1e8e9abd9e41553e65f519972e830bce13dc06928b6c17b5d4e5249acfddd3a,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,c1e8e9abd9e41553e65f519972e830bce13dc06928b6c17b5d4e5249acfddd3a,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
39,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/login/OtpInputScreen.kt,95f367e4d61da485ee1d469dea74669f9c0646e3877ba217e622eb5dcdade924,OtpInputScreen,otp_input/{phoneNumber}?devOtp={devOtp},AUTH,APP_FEATURE,true,0,1,25,5,0,0,0,0,0,1,1,0,0,0,0,0,NONE,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=1; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,95f367e4d61da485ee1d469dea74669f9c0646e3877ba217e622eb5dcdade924,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,95f367e4d61da485ee1d469dea74669f9c0646e3877ba217e622eb5dcdade924,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
40,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/login/PhoneInputScreen.kt,6155413d2889d8dad7f739a3ae99867cb24a91bbd2dbe7b633b5f30344497f8d,PhoneInputScreen,phone_input,AUTH,APP_FEATURE,true,0,1,12,1,0,0,0,0,0,2,2,0,0,0,0,0,DS-CMP-001,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=2; confirmed exact mappings=2; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,6155413d2889d8dad7f739a3ae99867cb24a91bbd2dbe7b633b5f30344497f8d,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,6155413d2889d8dad7f739a3ae99867cb24a91bbd2dbe7b633b5f30344497f8d,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
41,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/login/TermsScreen.kt,e28cf7dd94d21f9553c1c00884c46316d2a96f0e3b7cd003fdec92c2a36f04a5,TermsScreen,NONE,AUTH,APP_FEATURE,true,0,1,9,2,0,0,0,0,0,1,1,0,0,0,0,0,DS-CMP-001,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=1; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,e28cf7dd94d21f9553c1c00884c46316d2a96f0e3b7cd003fdec92c2a36f04a5,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,e28cf7dd94d21f9553c1c00884c46316d2a96f0e3b7cd003fdec92c2a36f04a5,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
42,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/register/AccountTypeScreen.kt,19a5a010275cbb78eb9b883b9cb4b60984bcec82bc14e56b9acbd357f5fc9185,AccountTypeScreen,account_type,AUTH,APP_FEATURE,true,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-030,NONE,v64,v65,CLEAN_AT_BASELINE,lexical candidates retained separately from confirmed repeated/shared findings; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,19a5a010275cbb78eb9b883b9cb4b60984bcec82bc14e56b9acbd357f5fc9185,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,19a5a010275cbb78eb9b883b9cb4b60984bcec82bc14e56b9acbd357f5fc9185,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
43,feature,feature/auth/src/main/kotlin/com/autodrive/app/feature/auth/presentation/register/RegisterScreens.kt,1bf84a0baa974d0a8bf0c447ebf11e37fdded6ea0df9bbbc621e7d8de2b32e9a,RegisterScreens,NONE,AUTH,APP_FEATURE,true,0,0,28,0,0,0,0,0,0,2,2,0,0,0,0,0,DS-CMP-001|DS-CMP-006|DS-CMP-009|DS-CMP-030,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=2; confirmed exact mappings=2; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,1bf84a0baa974d0a8bf0c447ebf11e37fdded6ea0df9bbbc621e7d8de2b32e9a,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,1bf84a0baa974d0a8bf0c447ebf11e37fdded6ea0df9bbbc621e7d8de2b32e9a,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
44,feature,feature/balance/src/main/kotlin/com/autodrive/app/feature/balance/presentation/BalanceComponents.kt,8766c151eb4fdc653c6de8732ac526fa84eb15bd4a06a1a6caad044eb370ea9d,BalanceComponents,NONE,BALANCE,APP_FEATURE,true,0,1,40,12,0,0,0,0,0,2,1,0,0,0,0,0,DS-PAT-005,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=2; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,8766c151eb4fdc653c6de8732ac526fa84eb15bd4a06a1a6caad044eb370ea9d,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,8766c151eb4fdc653c6de8732ac526fa84eb15bd4a06a1a6caad044eb370ea9d,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
45,feature,feature/balance/src/main/kotlin/com/autodrive/app/feature/balance/presentation/BalanceScreen.kt,b84c23a020cbc7aeec5ae0517f07b7ae86fa4f22ed1735ec02fa4b3f0971d6b2,BalanceScreen,balance,BALANCE,APP_FEATURE,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-002|DS-CMP-003|DS-CMP-019|DS-CMP-020|DS-CMP-023|DS-CMP-026|DS-CMP-028|DS-PAT-001|DS-PAT-002|DS-PAT-006|DS-PAT-013|DS-PAT-014,NONE,v64,v65,CLEAN_AT_BASELINE,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,b84c23a020cbc7aeec5ae0517f07b7ae86fa4f22ed1735ec02fa4b3f0971d6b2,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,b84c23a020cbc7aeec5ae0517f07b7ae86fa4f22ed1735ec02fa4b3f0971d6b2,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
46,feature,feature/balance/src/main/kotlin/com/autodrive/app/feature/balance/presentation/WithdrawalSheet.kt,6f960bddcbc1cda4d6c824f52d592c9088763f806abf6fc3a1eec1e28e2e99e8,WithdrawalSheet,NONE,BALANCE,APP_FEATURE,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-002|DS-CMP-006|DS-CMP-008|DS-CMP-021,NONE,v64,v65,CLEAN_AT_BASELINE,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,6f960bddcbc1cda4d6c824f52d592c9088763f806abf6fc3a1eec1e28e2e99e8,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,6f960bddcbc1cda4d6c824f52d592c9088763f806abf6fc3a1eec1e28e2e99e8,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
47,feature,feature/chat/src/main/kotlin/com/autodrive/app/feature/chat/presentation/ChatComposer.kt,a48ac2845376f69abc8a573dec2b297c5e7ebb69f377f75a7047e3cfac0eb07f,ChatComposer,NONE,CONVERSATIONS,APP_FEATURE,true,0,2,21,3,0,0,0,0,0,11,11,0,0,2,0,0,NONE,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=11; confirmed exact mappings=11; confirmed interactive semantics gap(s); touch-target final hitbox not asserted statically; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,a48ac2845376f69abc8a573dec2b297c5e7ebb69f377f75a7047e3cfac0eb07f,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,a48ac2845376f69abc8a573dec2b297c5e7ebb69f377f75a7047e3cfac0eb07f,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
48,feature,feature/chat/src/main/kotlin/com/autodrive/app/feature/chat/presentation/ChatImageViewer.kt,397880dbb9fc3d8b2306ea60d1cc7a140b772ab0a1b5afbaea2aba4ddc7df6fc,ChatImageViewer,NONE,CONVERSATIONS,APP_FEATURE,true,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,NONE,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=2; confirmed exact mappings=2; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,397880dbb9fc3d8b2306ea60d1cc7a140b772ab0a1b5afbaea2aba4ddc7df6fc,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,397880dbb9fc3d8b2306ea60d1cc7a140b772ab0a1b5afbaea2aba4ddc7df6fc,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
49,feature,feature/chat/src/main/kotlin/com/autodrive/app/feature/chat/presentation/ChatMessageComponents.kt,6375b79497252cc9ee2c0fc8657358cdd07770826377980cb6cef30e7ac838e8,ChatMessageComponents,NONE,CONVERSATIONS,APP_FEATURE,true,0,3,50,4,0,0,0,0,0,4,3,0,0,1,0,0,NONE,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=4; confirmed exact mappings=3; confirmed interactive semantics gap(s); touch-target final hitbox not asserted statically; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,6375b79497252cc9ee2c0fc8657358cdd07770826377980cb6cef30e7ac838e8,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,6375b79497252cc9ee2c0fc8657358cdd07770826377980cb6cef30e7ac838e8,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
50,feature,feature/chat/src/main/kotlin/com/autodrive/app/feature/chat/presentation/ChatScreen.kt,d31bf1fc6c41fc4a5332bb9a4e014cc90b7d5652b7b3cdbbec116d0483b7bdf0,ChatScreen,chat/{conversationId}?title={title},CONVERSATIONS,APP_FEATURE,true,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,NONE,NONE,v64,v65,CLEAN_AT_BASELINE,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=1; confirmed exact mappings=0; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,d31bf1fc6c41fc4a5332bb9a4e014cc90b7d5652b7b3cdbbec116d0483b7bdf0,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,d31bf1fc6c41fc4a5332bb9a4e014cc90b7d5652b7b3cdbbec116d0483b7bdf0,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
51,feature,feature/chat/src/main/kotlin/com/autodrive/app/feature/chat/presentation/NewChatDialog.kt,cf9367823569821345580c8e66ac01f850580105560ceeb401158331e92f9b3b,NewChatDialog,NONE,CONVERSATIONS,APP_FEATURE,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-002|DS-CMP-006|DS-CMP-020|DS-PAT-010,NONE,v64,v65,CLEAN_AT_BASELINE,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,cf9367823569821345580c8e66ac01f850580105560ceeb401158331e92f9b3b,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,cf9367823569821345580c8e66ac01f850580105560ceeb401158331e92f9b3b,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
52,feature,feature/commission/src/main/kotlin/com/autodrive/app/feature/commission/presentation/CommissionEntryComponents.kt,7dd23b0bf3a3692f472f75d741c6a4c8f3fa67c8e9701ec7c911e0b5a862b2d6,CommissionEntryComponents,NONE,COMMISSION,APP_FEATURE,true,0,0,12,2,0,0,0,0,0,6,6,0,0,0,0,0,DS-CMP-001,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=6; confirmed exact mappings=6; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,7dd23b0bf3a3692f472f75d741c6a4c8f3fa67c8e9701ec7c911e0b5a862b2d6,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,7dd23b0bf3a3692f472f75d741c6a4c8f3fa67c8e9701ec7c911e0b5a862b2d6,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
53,feature,feature/commission/src/main/kotlin/com/autodrive/app/feature/commission/presentation/CommissionReportScreen.kt,667226b3d182a8f043073e523262bc32e55f001ed3d54fa2e9f28e580d5bc539,CommissionReportScreen,commission_report,COMMISSION,APP_FEATURE,true,0,0,8,2,0,0,0,0,0,2,1,0,0,0,0,0,NONE,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=2; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,667226b3d182a8f043073e523262bc32e55f001ed3d54fa2e9f28e580d5bc539,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,667226b3d182a8f043073e523262bc32e55f001ed3d54fa2e9f28e580d5bc539,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
54,feature,feature/commission/src/main/kotlin/com/autodrive/app/feature/commission/presentation/CommissionStatusBadge.kt,d01cae03a44545c945b2a6519ada4e73af66eaf21dc2b1e12a4b1270e11ecb22,CommissionStatusBadge,NONE,COMMISSION,APP_FEATURE,false,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NONE,NONE,v64,NOT_APPLICABLE,CLEAN_AT_BASELINE,lexical candidates retained separately from confirmed repeated/shared findings,d01cae03a44545c945b2a6519ada4e73af66eaf21dc2b1e12a4b1270e11ecb22,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,d01cae03a44545c945b2a6519ada4e73af66eaf21dc2b1e12a4b1270e11ecb22,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
55,feature,feature/notifications/src/main/kotlin/com/autodrive/app/feature/notifications/presentation/NotificationsScreen.kt,d30172be7085bad9db3511ab78afba95a4210d571c32f49038d17c76082a880d,NotificationsScreen,notifications,NOTIFICATIONS,APP_FEATURE,true,0,0,12,2,0,0,0,0,0,3,1,0,0,0,0,0,NONE,NONE,v64,v65,DEBT_RECORDED,lexical candidates retained separately from confirmed repeated/shared findings; Material candidates=3; confirmed exact mappings=1; touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,d30172be7085bad9db3511ab78afba95a4210d571c32f49038d17c76082a880d,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,d30172be7085bad9db3511ab78afba95a4210d571c32f49038d17c76082a880d,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
56,feature,feature/profile/src/main/kotlin/com/autodrive/app/feature/profile/presentation/ProfileScreen.kt,ca0b1e33ad406452d5f4511df85e244125bf19113f953fa50261cbf1a27fb198,ProfileScreen,profile,SETTINGS,APP_FEATURE,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DS-CMP-001|DS-CMP-003|DS-CMP-005|DS-CMP-006|DS-CMP-008|DS-CMP-009|DS-CMP-014|DS-CMP-019|DS-CMP-020|DS-CMP-021|DS-CMP-024|DS-PAT-001|DS-PAT-007|DS-PAT-008|DS-PAT-014,NONE,v63,v65,CLEAN_AT_BASELINE,touch-target/color-only-state final verification assigned to v65; explicit sub-48 visual size is not treated as confirmed hitbox failure because Material minimum-interactive behavior may expand it,ca0b1e33ad406452d5f4511df85e244125bf19113f953fa50261cbf1a27fb198,UNCHANGED_FROM_V59,INHERITED,INHERITED,Historical v59 row preserved,ca0b1e33ad406452d5f4511df85e244125bf19113f953fa50261cbf1a27fb198,UNCHANGED_FROM_V61,INHERITED,INHERITED,v61 state carried forward; not v62 scope
